LangID	CountryID	LangStatus	Name
sef	CI	L	Senoufo, Cebaara
seg	TZ	L	Segeju
seh	MZ	L	Sena
sei	MX	L	Seri
sej	PG	N	Sene
sek	CA	L	Sekani
sel	RU	L	Selkup
sen	BF	L	Sénoufo, Nanerigé
seo	PG	L	Suarmin
sep	BF	L	Sénoufo, Sìcìté
seq	BF	L	Sénoufo, Senara
ser	US	N	Serrano
ses	ML	L	Songhay, Koyraboro Senni
set	ID	L	Sentani
seu	ID	L	Serui-Laut
sev	CI	L	Senoufo, Nyarafolo
sew	PG	L	Sewa Bay
sey	EC	L	Secoya
sez	MM	L	Chin, Senthang
sfb	BE	L	French Belgian Sign Language
sfm	CN	L	Miao, Small Flowery
sfs	ZA	L	South African Sign Language
sfw	GH	L	Sehwi
sgb	PH	L	Ayta, Mag-Anchi
sgc	KE	L	Kipsigis
sge	ID	L	Segai
sgg	CH	L	Swiss-German Sign Language
sgh	TJ	L	Shughni
sgi	CM	L	Suga
sgk	CN	L	Sangkong
sgl	AF	L	Sanglechi-Ishkashimi
sgm	UG	X	Singa
sgo	CD	L	Songa
sgp	IN	L	Singpho
sgr	IR	L	Sangisari
sgt	BT	L	Brokpake
sgu	ID	L	Salas
sgw	ET	L	Sebat Bet Gurage
sgx	SL	L	Sierra Leone Sign Language
sgz	PG	L	Sursurunga
sha	NG	L	Shall-Zwall
shb	BR	L	Ninam
shc	CD	L	Sonde
she	ET	L	Sheko
shg	BW	L	Shua
shh	US	L	Shoshoni
shi	MA	L	Tachelhit
shj	SD	L	Shatt
shk	SD	L	Shilluk
shl	IN	L	Shendu
shm	IR	L	Shahrudi
shn	MM	L	Shan
sho	NG	L	Shanga
shp	PE	L	Shipibo-Conibo
shq	ZM	L	Sala
shr	CD	L	Shi
shs	CA	L	Shuswap
sht	US	X	Shasta
shu	TD	L	Arabic, Chadian Spoken
shv	OM	L	Shehri
shw	SD	L	Shwai
shx	CN	L	She
shy	DZ	L	Tachawit
shz	ML	L	Senoufo, Syenara
sia	RU	X	Saami, Akkala
sib	MY	L	Sebop
sic	PG	L	Malinguat
sid	ET	L	Sidamo
sie	ZM	L	Simaa
sif	BF	L	Siamou
sig	GH	L	Paasaal
sih	NC	N	Zire
sii	IN	L	Shom Peng
sij	PG	L	Numbami
sik	BR	L	Sikiana
sil	GH	L	Sisaala, Tumulung
sim	PG	L	Mende
sin	LK	L	Sinhala
sip	IN	L	Sikkimese
siq	PG	L	Sonia
sir	NG	L	Siri
sis	US	X	Siuslaw
siu	PG	L	Sinagen
siv	PG	L	Sumariup
siw	PG	L	Siwai
six	PG	L	Sumau
siy	IR	L	Sivandi
siz	EG	L	Siwi
sja	CO	L	Epena
sjb	ID	L	Sajau Basap
sjd	RU	L	Saami, Kildin
sje	SE	N	Saami, Pite
sjg	TD	L	Assangori
sjl	IN	L	Miji
sjm	PH	L	Mapun
sjo	CN	L	Xibe
sjp	IN	L	Surjapuri
sjr	PG	L	Siar-Lak
sjs	MA	X	Senhaja de Srair
sjt	RU	N	Saami, Ter
sju	SE	L	Saami, Ume
sjw	US	L	Shawnee
ska	US	L	Skagit
skb	LA	L	Saek
skc	PG	L	Sauk
skd	US	N	Miwok, Southern Sierra
ske	VU	L	Seke
skf	BR	N	Sakirabiá
skg	MG	L	Malagasy, Sakalava
skh	ID	L	Sikule
ski	ID	L	Sika
skj	NP	L	Seke
skk	LA	L	Sok
skm	PG	L	Sakam
skn	PH	L	Subanon, Kolibugan
sko	ID	L	Seko Tengah
skp	MY	L	Sekapan
skq	BF	L	Sininkere
skr	PK	L	Seraiki
sks	PG	L	Maia
skt	CD	L	Sakata
sku	VU	L	Sakao
skv	ID	L	Skou
skw	GY	X	Skepi Creole Dutch
skx	ID	L	Seko Padang
sky	SB	L	Sikaiana
skz	ID	L	Sekar
slc	CO	L	Sáliba
sld	BF	L	Sissala
sle	IN	L	Sholaga
slf	CH	L	Swiss-Italian Sign Language
slg	ID	L	Selungai Murut
slh	US	L	Salish, Southern Puget Sound
sli	PL	N	Silesian, Upper
slj	BR	L	Salumá
slk	SK	L	Slovak
sll	PG	L	Salt-Yui
slm	PH	L	Sama, Pangutaran
sln	US	X	Salinan
slp	ID	L	Lamaholot
slq	IR	L	Salchuq
slr	CN	L	Salar
sls	SG	L	Singapore Sign Language
slt	LA	L	Sila
slu	ID	L	Selaru
slv	SI	L	Slovene
slw	PG	L	Sialum
slx	CD	L	Salampasu
sly	ID	L	Selayar
slz	ID	L	Ma'ya
sma	SE	L	Saami, South
smb	PG	L	Simbari
smc	PG	L	Som
smd	AO	L	Sama
sme	NO	L	Saami, North
smf	PG	L	Auwe
smg	PG	L	Simbali
smh	CN	L	Samei
smj	SE	L	Saami, Lule
smk	PH	L	Bolinao
sml	PH	L	Sama, Central
smm	NP	L	Musasa
smn	FI	L	Saami, Inari
smo	WS	L	Samoan
smp	PS	X	Samaritan
smq	PG	L	Samo
smr	ID	L	Simeulue
sms	FI	L	Saami, Skolt
smt	IN	L	Simte
smu	KH	L	Somray
smv	IN	L	Samvedi
smw	ID	L	Sumbawa
smx	CD	L	Samba
smy	IR	L	Semnani
smz	PG	L	Simeku
sna	ZW	L	Shona
snb	MY	L	Sebuyau
snc	PG	L	Sinaugoro
snd	PK	L	Sindhi
sne	MY	L	Bidayuh, Bau
snf	SN	L	Noon
sng	CD	L	Sanga
snh	BO	X	Shinabo
sni	PE	X	Sensi
snj	CF	L	Sango, Riverain
snk	ML	L	Soninke
snl	PH	L	Sangil
snm	UG	L	Ma'di, Southern
snn	CO	L	Siona
sno	US	N	Snohomish
snp	PG	L	Siane
snq	GA	L	Sangu
snr	PG	L	Sihan
sns	VU	L	South West Bay
snu	ID	L	Viid
snv	MY	L	Sa'ban
snw	GH	L	Selee
snx	PG	L	Sam
sny	PG	L	Saniyo-Hiyewe
snz	PG	L	Sinsauru
soa	TH	L	Thai Song
sob	ID	L	Sobei
soc	CD	L	So
sod	CD	L	Songoora
soe	CD	L	Songomeno
soh	SD	L	Aka
soi	NP	L	Sonha
soj	IR	L	Soi
sok	TD	L	Sokoro
sol	PG	L	Solos
som	SO	L	Somali
soo	CD	L	Songo
sop	CD	L	Songe
soq	PG	L	Kanasi
sor	TD	L	Somrai
sos	BF	L	Seeku
sot	LS	L	Sotho, Southern
sou	TH	L	Thai, Southern
sov	PW	L	Sonsorol
sow	PG	L	Sowanda
sox	CM	L	So
soy	BJ	L	Miyobe
soz	TZ	L	Temi
spa	ES	L	Spanish
spb	ID	L	Sepa
spc	VE	N	Sapé
spd	PG	L	Saep
spe	PG	L	Sepa
spg	MY	L	Sian
spi	ID	N	Saponi
spk	PG	L	Sengo
spl	PG	L	Selepet
spm	PG	L	Sepen
spo	US	N	Spokane
spp	ML	L	Senoufo, Supyire
spq	PE	L	Spanish, Loreto-Ucayali
spr	ID	L	Saparua
sps	PG	L	Saposa
spt	IN	L	Spiti Bhoti
spu	LA	L	Sapuan
spy	KE	L	Sabaot
sqa	NG	L	Shama-Sambuga
sqh	NG	N	Shau
sqm	CF	L	Suma
sqo	IR	L	Sorkhei
sqq	LA	L	Sou
sqs	LK	L	Sri Lankan Sign Language
sqt	YE	L	Soqotri
squ	CA	N	Squamish
sra	PG	L	Saruga
srb	IN	L	Sora
src	IT	L	Sardinian, Logudorese
sre	ID	L	Bakati', Sara
srf	PG	L	Nafi
srg	PH	L	Sulod
srh	CN	L	Sarikoli
sri	CO	L	Siriano
srk	MY	L	Serudung Murut
srl	ID	L	Isirawa
srm	SR	L	Saramaccan
srn	SR	L	Sranan
sro	IT	L	Sardinian, Campidanese
srp	RS	L	Serbian
srq	BO	L	Sirionó
srr	SN	L	Serer-Sine
srs	CA	L	Sarsi
srt	ID	L	Sauri
sru	BR	L	Suruí
srv	PH	L	Sorsogon, Waray
srw	ID	L	Serua
srx	IN	L	Sirmauri
sry	PG	L	Sera
srz	IR	L	Shahmirzadi
ssb	PH	L	Sama, Southern
ssc	TZ	L	Suba-Simbiti
ssd	PG	L	Siroi
sse	PH	L	Balangingi
ssf	TW	N	Thao
ssg	PG	L	Seimat
ssh	AE	L	Arabic, Shihhi Spoken
ssi	IN	L	Sansi
ssj	PG	L	Sausi
ssk	IN	L	Sunam
ssl	GH	L	Sisaala, Western
ssm	MY	L	Semnam
ssn	KE	L	Waata
sso	PG	L	Sissano
ssp	ES	L	Spanish Sign Language
ssq	ID	L	So'a
ssr	CH	L	Swiss-French Sign Language
sss	LA	L	Sô
sst	PG	L	Sinasina
ssu	PG	N	Susuami
ssv	VU	L	Shark Bay
ssw	SZ	L	Swati
ssx	PG	L	Samberigi
ssy	ER	L	Saho
ssz	PG	L	Sengseng
sta	ZM	S	Settla
stb	PH	L	Subanen, Northern
stc	SB	L	Natügu
std	IN	L	Sentinel
ste	ID	L	Liana-Seti
stf	PG	L	Seta
stg	VN	L	Trieng
sth	IE	L	Shelta
sti	VN	L	Stieng, Bulo
stj	BF	L	Samo, Matya
stk	PG	L	Arammba
stl	NL	L	Stellingwerfs
stm	PG	L	Setaman
stn	SB	L	Owa
sto	CA	L	Stoney
stp	MX	L	Tepehuan, Southeastern
stq	DE	L	Saterfriesisch
str	CA	L	Salish, Straits
sts	AF	L	Shumashti
stt	VN	L	Stieng, Budeh
stu	MM	L	Samtao
stv	ET	L	Silt'e
stw	FM	L	Satawalese
sua	PG	L	Sulka
sub	CD	L	Suku
suc	PH	L	Subanon, Western
sue	PG	L	Suena
sug	PG	L	Suganga
sui	PG	L	Suki
suj	TZ	L	Shubi
suk	TZ	L	Sukuma
sul	PH	L	Surigaonon
sum	NI	L	Sumo-Mayangna
sun	ID	L	Sunda
suq	ET	L	Suri
sur	NG	L	Mwaghavul
sus	GN	L	Susu
sut	NI	X	Subtiaba
suv	IN	L	Sulung
suw	TZ	L	Sumbwa
suy	BR	L	Suyá
suz	NP	L	Sunwar
sva	GE	L	Svan
svb	PG	L	Ulau-Suain
svc	VC	L	Vincentian Creole English
sve	ID	L	Serili
svk	SK	L	Slovakian Sign Language
svr	IN	L	Savara
svs	SB	L	Savosavo
swb	YT	L	Maore
swc	CD	L	Swahili, Congo
swe	SE	L	Swedish
swf	CD	L	Sere
swg	DE	L	Swabian
swh	TZ	L	Swahili
swi	CN	L	Sui
swj	GA	L	Sira
swk	MW	L	Sena, Malawi
swl	SE	L	Swedish Sign Language
swm	PG	L	Samosa
swn	LY	L	Sawknah
swo	BR	L	Shenenawa
swp	PG	L	Suau
swq	CM	L	Sharwa
swr	ID	L	Saweru
sws	ID	L	Seluwasan
swt	ID	L	Sawila
swu	ID	L	Suwawa
swv	IN	L	Shekhawati
sww	VU	N	Sowa
swx	BR	L	Suruahá
swy	TD	L	Sarua
sxb	KE	L	Suba
sxe	GA	L	Sighu
sxg	CN	L	Shixing
sxm	KH	L	Samre
sxn	ID	L	Sangir
sxr	TW	N	Saaroa
sxs	NG	L	Sasaru
sxu	DE	L	Saxon, Upper
sxw	BJ	L	Gbe, Saxwe
sya	ID	L	Siang
syb	PH	L	Subanen, Central
syc	TR	X	Syriac
syi	GQ	L	Seki
syk	NG	L	Sukur
syl	BD	L	Sylheti
sym	BF	L	Samo, Maya
syn	IR	L	Senaya
syo	KH	L	Suoy
sys	TD	L	Sinyar
syw	NP	L	Kagate
sza	MY	L	Semelai
szb	ID	L	Ngalum
szc	MY	L	Semaq Beri
szd	MY	X	Seru
sze	ET	L	Seze
szg	CD	L	Sengele
szl	PL	L	Silesian
szn	ID	L	Sula
szp	ID	L	Suabo
szv	CM	L	Isu
szw	ID	L	Sawai
taa	US	N	Tanana, Lower
tab	RU	L	Tabassaran
tac	MX	L	Tarahumara, Western
tad	ID	L	Tause
tae	BR	N	Tariana
taf	BR	L	Tapirapé
tag	SD	L	Tagoi
tah	PF	L	Tahitian
taj	NP	L	Tamang, Eastern
tak	NG	L	Tala
tal	NG	L	Tal
tam	IN	L	Tamil
tan	NG	L	Tangale
tao	TW	L	Yami
tap	CD	L	Taabwa
taq	ML	L	Tamasheq
tar	MX	L	Tarahumara, Central
tas	VN	X	Tay Boi
tat	RU	L	Tatar
tau	US	L	Tanana, Upper
tav	CO	L	Tatuyo
taw	PG	L	Tai
tax	TD	L	Tamki
tay	TW	L	Atayal
taz	SD	L	Tocho
tba	BR	L	Aikanã
tbb	BR	X	Tapeba
tbc	PG	L	Takia
tbd	PG	L	Kaki Ae
tbe	SB	L	Tanibili
tbf	PG	L	Mandara
tbg	PG	L	Tairora, North
tbh	AU	X	Thurawal
tbi	SD	L	Gaam
tbj	PG	L	Tiang
tbk	PH	L	Tagbanwa, Calamian
tbl	PH	L	Tboli
tbm	CD	L	Tagbu
tbn	CO	L	Tunebo, Barro Negro
tbo	PG	L	Tawala
tbp	ID	L	Diebroud
tbr	SD	L	Tumtum
tbs	PG	L	Tanguat
tbt	CD	L	Tembo
tbu	MX	X	Tubar
tbv	PG	L	Tobo
tbw	PH	L	Tagbanwa
tbx	PG	L	Kapin
tby	ID	L	Tabaru
tbz	BJ	L	Ditammari
tca	BR	L	Ticuna
tcb	US	L	Tanacross
tcc	TZ	L	Datooga
tcd	GH	L	Tafi
tce	CA	L	Tutchone, Southern
tcf	MX	L	Me'phaa, Malinaltepec
tcg	ID	L	Tamagario
tch	TC	L	Turks and Caicos Creole English
tci	PG	L	Wára
tck	GA	L	Tchitchege
tcl	MM	X	Taman
tcm	ID	L	Tanahmerah
tcn	NP	L	Tichurong
tco	MM	L	Taungyo
tcp	MM	L	Chin, Tawr
tcq	ID	L	Kaiy
tcs	AU	L	Torres Strait Creole
tct	CN	L	T'en
tcu	MX	L	Tarahumara, Southeastern
tcw	MX	L	Totonac, Tecpatlán
tcx	IN	L	Toda
tcy	IN	L	Tulu
tcz	IN	L	Chin, Thado
tda	NE	L	Tagdal
tdb	IN	L	Panchpargania
tdc	CO	L	Emberá-Tadó
tdd	CN	L	Tai Nüa
tdf	LA	L	Talieng
tdg	NP	L	Tamang, Western
tdh	NP	L	Thulung
tdi	ID	L	Tomadino
tdj	ID	L	Tajio
tdk	NG	L	Tambas
tdl	NG	L	Sur
tdn	ID	L	Tondano
tdo	NG	L	Teme
tdq	NG	L	Tita
tdr	VN	L	Todrah
tds	ID	L	Doutai
tdt	TL	L	Tetun Dili
tdu	MY	L	Dusun, Tempasuk
tdv	NG	L	Toro
tdx	MG	L	Malagasy, Tandroy-Mahafaly
tdy	PH	L	Tadyawan
tea	MY	L	Temiar
teb	EC	X	Tetete
tec	KE	L	Terik
ted	CI	L	Krumen, Tepo
tee	MX	L	Tepehua, Huehuetla
tef	IN	L	Teressa
teg	CG	L	Teke-Tege
teh	AR	N	Tehuelche
tei	PG	L	Torricelli
tek	CD	L	Teke, Ibali
tel	IN	L	Telugu
tem	SL	L	Themne
ten	CO	X	Tama
teo	UG	L	Teso
tep	MX	X	Tepecano
teq	SD	L	Temein
ter	BR	L	Terêna
tes	ID	L	Tengger
tet	ID	L	Tetun
teu	UG	N	Soo
tev	ID	L	Teor
tew	US	L	Tewa
tex	SD	L	Tennet
tey	SD	L	Tulishi
tfi	BJ	L	Gbe, Tofin
tfn	US	N	Tanaina
tfo	ID	L	Tefaro
tfr	PA	L	Teribe
tft	ID	L	Ternate
tga	KE	L	Sagalla
tgb	MY	L	Tobilung
tgc	PG	L	Tigak
tgd	NG	L	Ciwogai
tge	NP	L	Tamang, Eastern Gorkha
tgf	BT	L	Chalikha
tgg	PG	L	Tangga
tgh	TT	L	Tobagonian Creole English
tgi	PG	L	Lawunuia
tgk	TJ	L	Tajiki
tgl	PH	L	Tagalog
tgo	PG	L	Sudest
tgp	VU	L	Tangoa
tgq	MY	L	Tring
tgr	LA	L	Tareng
tgs	VU	L	Nume
tgt	PH	N	Tagbanwa, Central
tgu	PG	L	Tanggu
tgv	BR	X	Tingui-Boto
tgw	CI	L	Senoufo, Tagwana
tgx	CA	N	Tagish
tgy	SD	X	Togoyo
tha	TH	L	Thai
thc	VN	L	Tai Hang Tong
thd	AU	L	Thayore
the	NP	L	Tharu, Chitwania
thf	NP	L	Thangmi
thh	MX	L	Tarahumara, Northern
thi	LA	L	Tai Long
thk	KE	L	Kitharaka
thl	NP	L	Tharu, Dangaura
thm	TH	L	Aheu
thn	IN	L	Thachanadan
thp	CA	L	Thompson
thq	NP	L	Tharu, Kochila
thr	NP	L	Tharu, Rana
ths	NP	L	Thakali
tht	CA	N	Tahltan
thu	SD	L	Thuri
thv	DZ	L	Tamahaq, Tahaggart
thw	NP	L	Thudam
thx	LA	L	The
thy	NG	L	Tha
thz	NE	L	Tamajeq, Tayart
tia	DZ	L	Tamazight, Tidikelt
tic	SD	L	Tira
tid	ID	L	Tidong
tie	SD	L	Tingal
tif	PG	L	Tifal
tig	ER	L	Tigré
tih	MY	L	Timugon Murut
tii	CD	L	Tiene
tij	NP	L	Tilung
tik	CM	L	Tikar
til	US	X	Tillamook
tim	PG	L	Timbe
tin	RU	L	Tindi
tio	PG	L	Teop
tip	ID	L	Trimuris
tiq	BF	L	Tiéfo
tir	ET	L	Tigrigna
tis	PH	L	Itneg, Masadiit
tit	CO	N	Tinigua
tiu	PH	L	Adasen
tiv	NG	L	Tiv
tiw	AU	L	Tiwi
tix	US	L	Tiwa, Southern
tiy	PH	L	Tiruray
tiz	CN	L	Tai Hongjin
tja	LR	L	Tajuasohn
tjg	ID	L	Tunjung
tji	CN	L	Tujia, Northern
tjn	CI	X	Tonjon
tjo	DZ	L	Tamazight, Temacine
tjs	CN	L	Tujia, Southern
tju	AU	X	Tjurruru
tka	BR	X	Truká
tkb	IN	L	Buksa
tkd	TL	L	Tukudede
tke	MZ	L	Takwane
tkf	BR	X	Tukumanféd
tkk	CN	L	Takpa
tkl	TK	L	Tokelauan
tkm	US	X	Takelma
tkn	JP	L	Toku-No-Shima
tkp	SB	L	Tikopia
tkq	NG	L	Tee
tkr	AZ	L	Tsakhur
tks	IR	L	Takestani
tkt	NP	L	Tharu, Kathoriya
tku	MX	L	Totonac, Upper Necaxa
tkw	SB	L	Teanu
tkx	ID	L	Tangko
tkz	VN	L	Takua
tla	MX	L	Tepehuan, Southwestern
tlb	ID	L	Tobelo
tlc	MX	L	Totonac, Yecuatla
tld	ID	L	Talaud
tlf	PG	L	Telefol
tlg	ID	L	Tofanma
tli	US	L	Tlingit
tlj	UG	L	Talinga-Bwisi
tlk	ID	L	Taloki
tll	CD	L	Tetela
tlm	VU	L	Tolomako
tln	ID	L	Talondo'
tlo	SD	L	Talodi
tlp	MX	L	Totonac, Filomena Mata-Coahuitlán
tlq	MM	L	Loi, Muak Sa-aak
tlr	SB	L	Talise
tls	VU	L	Tambotalo
tlt	ID	L	Teluti
tlu	ID	L	Tulehu
tlv	ID	L	Taliabu
tlw	ID	L	Wemale, South
tlx	PG	L	Khehek
tly	AZ	L	Talysh
tlz	ID	L	Toala'
tma	TD	L	Tama
tmb	VU	L	Katbol
tmc	TD	L	Tumak
tmd	PG	L	Haruai
tme	BR	X	Tremembé
tmf	PY	L	Toba-Maskoy
tmg	ID	X	Ternateño
tmi	VU	L	Tutuba
tmj	ID	L	Samarokena
tmk	NP	L	Tamang, Northwestern
tml	ID	L	Citak, Tamnim
tmm	VN	L	Tai Thanh
tmn	ID	L	Taman
tmo	MY	L	Temoq
tmp	LA	L	Tai Mène
tmq	PG	L	Tumleo
tmr	IQ	X	Jewish Babylonian Aramaic
tms	SD	L	Tima
tmt	VU	L	Tasmate
tmu	ID	L	Iau
tmv	CD	L	Tembo
tmw	MY	L	Temuan
tmy	PG	L	Tami
tmz	VE	X	Tamanaku
tna	BO	L	Tacana
tnb	CO	L	Tunebo, Western
tnc	CO	L	Tanimuca-Retuarã
tnd	CO	N	Tunebo, Angosturas
tne	PH	L	Kallahan, Tinoc
tnf	AF	L	Tangshewi
tng	TD	L	Tobanga
tnh	PG	L	Maiani
tni	ID	N	Tandia
tnk	VU	L	Kwamera
tnl	VU	L	Lenakel
tnm	ID	L	Tabla
tnn	VU	L	Tanna, North
tno	BO	L	Toromono
tnp	VU	L	Whitesands
tnq	BS	X	Taino
tnr	SN	L	Bedik
tns	PG	L	Tenis
tnt	ID	L	Tontemboan
tnu	LA	L	Tay Khang
tnv	BD	L	Tangchangya
tnw	ID	L	Tonsawang
tnx	SB	N	Tanema
tny	TZ	L	Tongwe
tnz	TH	L	Tonga
tob	AR	L	Toba
toc	MX	L	Totonac, Coyutla
tod	GN	L	Toma
toe	CO	X	Tomedes
tof	PG	L	Gizrra
tog	MW	L	Tonga
toh	MZ	L	Tonga
toi	ZM	L	Tonga
toj	MX	L	Tojolabal
tol	US	N	Tolowa
tom	ID	L	Tombulu
ton	TO	L	Tongan
too	MX	L	Totonac, Xicotepec de Juárez
top	MX	L	Totonac, Papantla
toq	SD	L	Toposa
tor	CD	L	Banda, Togbo-Vara
tos	MX	L	Totonac, Highland
tou	VN	L	Tho
tov	IR	L	Taromi, Upper
tow	US	L	Jemez
tox	PW	L	Tobian
toy	ID	L	Topoiyo
toz	CM	S	To
tpa	PG	L	Taupota
tpc	MX	L	Me'phaa, Azoyú
tpe	BD	L	Tippera
tpf	ID	L	Tarpia
tpg	ID	L	Kula
tpi	PG	L	Tok Pisin
tpj	PY	L	Ñandeva
tpk	BR	X	Tupinikin
tpl	MX	L	Me'phaa, Tlacoapa
tpm	GH	L	Tampulma
tpn	BR	X	Tupinambá
tpo	LA	L	Tai Pao
tpp	MX	L	Tepehua, Pisaflores
tpq	IN	L	Tukpa
tpr	BR	L	Tuparí
tpt	MX	L	Tepehua, Tlachichilco
tpu	KH	L	Tampuan
tpv	MP	L	Tanapag
tpw	BR	X	Tupí
tpx	MX	L	Me'phaa, Acatepec
tpy	BR	N	Trumai
tpz	PG	L	Tinputz
tqb	BR	L	Tembé
tql	VU	L	Lehali
tqm	PG	N	Turumsa
tqn	US	L	Tenino
tqo	PG	L	Toaripi
tqp	PG	L	Tomoip
tqq	SO	L	Tunni
tqr	SD	X	Torona
tqt	MX	L	Totonac, Ozumatlán
tqu	SB	L	Touo
tqw	US	X	Tonkawa
tra	AF	N	Tirahi
trb	PG	L	Terebu
trc	MX	L	Triqui, Copala
trd	IN	L	Turi
tre	ID	L	Tarangan, East
trf	TT	L	Trinidadian Creole English
trg	IL	L	Lishán Didán
trh	PG	L	Turaka
tri	SR	L	Trió
trj	TD	L	Toram
trl	GB	L	Traveller Scottish
trm	AF	L	Tregami
trn	BO	L	Trinitario
tro	IN	L	Naga, Tarao
trp	IN	L	Kok Borok
trq	MX	L	Triqui, San Martín Itunyoso
trr	PE	N	Taushiro
trs	MX	L	Triqui, Chicahuaxtla
trt	ID	L	Tunggare
tru	TR	L	Turoyo
trv	TW	L	Taroko
trw	PK	L	Torwali
trx	MY	L	Bidayuh, Tringgus-Sembaan
try	IN	X	Turung
trz	BR	X	Torá
tsa	CG	L	Tsaangi
tsb	ET	L	Tsamai
tsc	MZ	L	Tswa
tsd	GR	L	Tsakonian
tse	TN	L	Tunisian Sign Language
tsf	NP	L	Tamang, Southwestern
tsg	PH	L	Tausug
tsh	CM	L	Tsuvan
tsi	CA	L	Tsimshian
tsj	BT	L	Tshangla
tsk	CN	L	Tseku
tsl	VN	L	Ts'ün-Lao
tsm	TR	L	Turkish Sign Language
tsn	BW	L	Tswana
tso	ZA	L	Tsonga
tsp	BF	L	Toussian, Northern
tsq	TH	L	Thai Sign Language
tsr	VU	L	Akei
tss	TW	L	Taiwan Sign Language
tsu	TW	L	Tsou
tsv	GA	L	Tsogo
tsw	NG	L	Tsishingini
tsx	PG	L	Mubami
tsy	ML	L	Tebul Sign Language
tsz	MX	L	Purepecha
tta	US	X	Tutelo
ttb	NG	L	Gaa
ttc	GT	L	Tektiteko
ttd	PG	L	Tauade
tte	PG	L	Bwanabwana
ttf	CM	L	Tuotomb
ttg	BN	L	Tutong
tth	LA	L	Ta'oih, Upper
tti	ID	L	Tobati
ttj	UG	L	Tooro
ttk	CO	N	Totoro
ttl	ZM	L	Totela
ttm	CA	L	Tutchone, Northern
ttn	ID	L	Towei
tto	LA	L	Ta'oih, Lower
ttp	ID	L	Tombelala
ttq	NE	L	Tamajaq, Tawallammat
ttr	NG	L	Tera
tts	TH	L	Thai, Northeastern
ttt	AZ	L	Tat, Muslim
ttu	PG	L	Torau
ttv	PG	L	Titan
ttw	MY	L	Long Wat
tty	ID	L	Sikaritai
ttz	NP	L	Tsum
tua	PG	L	Wiarumus
tub	US	N	Tübatulabal
tuc	PG	L	Mutu
tud	BR	X	Tuxá
tue	CO	L	Tuyuca
tuf	CO	L	Tunebo, Central
tug	TD	L	Tunia
tuh	PG	L	Taulil
tui	CM	L	Tupuri
tuj	ID	L	Tugutil
tuk	TM	L	Turkmen
tul	NG	L	Tula
tum	MW	L	Tumbuka
tun	US	X	Tunica
tuo	BR	L	Tucano
tuq	TD	L	Tedaga
tur	TR	L	Turkish
tus	CA	N	Tuscarora
tuu	US	N	Tututni
tuv	KE	L	Turkana
tux	BR	X	Tuxináwa
tuy	KE	L	Tugen
tuz	BF	L	Turka
tva	SB	L	Vaghua
tvd	NG	L	Tsuvadi
tve	ID	L	Te'un
tvk	VU	L	Ambrym, Southeast
tvl	TV	L	Tuvaluan
tvm	ID	L	Tela-Masbuar
tvn	MM	L	Tavoyan
tvo	ID	L	Tidore
tvs	KE	L	Taveta
tvt	IN	L	Naga, Tutsa
tvw	ID	L	Sedoa
tvy	TL	X	Pidgin, Timor
twa	US	X	Twana
twb	PH	L	Tawbuid, Western
twc	NG	X	Teshenawa
twd	NL	L	Twents
twe	ID	L	Tewa
twf	US	L	Tiwa, Northern
twg	ID	L	Tereweng
twh	VN	L	Tai Dón
twl	MZ	L	Tawara
twm	IN	L	Monpa, Tawang
twn	CM	N	Twendi
two	BW	L	Tswapong
twp	PG	L	Ere
twq	NE	L	Tasawaq
twr	MX	L	Tarahumara, Southwestern
twt	BR	X	Turiwára
twu	ID	L	Termanu
tww	PG	L	Tuwari
twx	MZ	L	Tewe
twy	ID	L	Tawoyan
txa	MY	L	Tombonuo
txe	ID	L	Totoli
txi	BR	L	Ikpeng
txm	ID	L	Tomini
txn	ID	L	Tarangan, West
txo	IN	L	Toto
txq	ID	L	Tii
txs	ID	L	Tonsea
txt	ID	L	Citak
txu	BR	L	Kayapó
txx	MY	L	Tatana
txy	MG	L	Malagasy, Tanosy
tya	PG	L	Tauya
tye	NG	L	Kyenga
tyh	VN	L	O'du
tyi	CG	L	Teke-Tsaayi
tyj	VN	L	Tai Do
tyl	VN	L	Thu Lao
tyn	ID	L	Kombai
typ	AU	X	Thaypan
tyr	VN	L	Tai Daeng
tys	VN	L	Tày Sa Pa
tyt	VN	L	Tày Tac
tyu	BW	L	Kua
tyv	RU	L	Tuva
tyx	CG	L	Teke-Tyee
tyz	VN	L	Tày
tza	TZ	L	Tanzanian Sign Language
tzb	MX	L	Tzeltal, Bachajón
tzc	MX	L	Tzotzil, Chamula
tze	MX	L	Tzotzil, Chenalhó
tzh	MX	L	Tzeltal, Oxchuc
tzj	GT	L	Tz'utujil, Eastern
tzm	MA	L	Tamazight, Central Atlas
tzn	ID	L	Tugun
tzo	MX	L	Tzotzil, Venustiano Carranza
tzs	MX	L	Tzotzil, San Andrés Larrainzar
tzt	GT	L	Tz'utujil, Western
tzu	MX	L	Tzotzil, Huixtán
tzx	PG	L	Tabriak
tzz	MX	L	Tzotzil, Zinacantán
uam	BR	X	Uamué
uan	LA	L	Kuan
uar	PG	L	Tairuma
uba	NG	L	Ubang
ubi	TD	L	Ubi
ubr	PG	L	Ubir
ubu	PG	L	Umbu-Ungu
uby	TR	X	Ubykh
uda	NG	L	Uda
ude	RU	N	Udihe
udg	IN	L	Muduga
udi	AZ	L	Udi
udj	ID	L	Ujir
udl	CM	L	Wuzlam
